"EmpId","Attrition","StandardHours","HourlyRate","MonthlyIncome","PercentSalaryHike","StockOptionLevel","Age","DistanceFromHome","Education","EducationField","Gender","MaritalStatus","BusinessTravel","Department","JobLevel","JobRole","JobSatisfaction","NumCompaniesWorked","PerformanceRating","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","OverTime","MonthlyIncomeBins","EducationBins","JobSatisfactionBins","WorkLifeBalanceBins"
101070,"No",200,8,1563,14,1,28,1,3,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","3",1,"3",1,"2","1",1,0,0,0,"No","0-3K","Bachelor","High","Bad"
101071,"No",200,24,4898,14,0,28,7,3,"Life Sciences","Male","Single","Travel_Frequently","Sales","2","Sales Executive","1",0,"3",5,"5","3",4,2,1,3,"No","3K-5K","Bachelor","Low","Better"
101072,"No",200,24,4789,25,1,49,3,2,"Medical","Female","Married","Travel_Rarely","Research & Development","2","Laboratory Technician","1",4,"4",10,"3","3",3,2,1,2,"No","3K-5K","College","Low","Better"
101073,"No",200,16,3180,13,3,29,2,1,"Life Sciences","Female","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","2",0,"3",4,"3","3",3,2,0,2,"No","3K-5K","Below College","Medium","Better"
101074,"No",200,33,6549,14,2,28,29,1,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","2",1,"3",8,"2","2",8,6,1,7,"No","5K-8K","Below College","Medium","Good"
101075,"No",200,32,6388,17,0,33,8,5,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","3",2,"3",14,"6","3",0,0,0,0,"Yes","5K-8K","Doctor","High","Better"
101076,"No",200,56,11244,25,0,32,10,3,"Medical","Male","Single","Travel_Rarely","Research & Development","3","Manager","4",2,"4",10,"5","4",5,2,0,0,"No","8K-12K","Bachelor","Very High","Best"
101077,"No",200,80,16032,20,1,54,11,4,"Medical","Female","Divorced","Travel_Frequently","Research & Development","4","Manager","4",3,"4",26,"2","3",14,9,1,12,"No","12K+","Masters","Very High","Better"
101078,"Yes",200,12,2362,13,0,29,1,4,"Technical Degree","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","1",6,"1",11,"2","1",9,7,0,7,"No","0-3K","Masters","Low","Bad"
101079,"No",200,82,16328,13,1,44,28,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","4","Research Director","1",3,"3",24,"1","4",20,6,14,17,"No","12K+","Bachelor","Low","Best"
101080,"No",200,42,8376,18,0,39,6,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","3","Manufacturing Director","2",4,"3",9,"3","3",2,0,2,2,"No","8K-12K","Bachelor","Medium","Better"
101081,"No",200,83,16606,12,1,46,3,3,"Life Sciences","Female","Married","Travel_Rarely","Sales","4","Manager","2",8,"3",23,"2","4",13,12,5,1,"No","12K+","Bachelor","Medium","Best"
101082,"No",200,43,8606,19,0,35,16,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","3","Healthcare Representative","2",1,"2",11,"3","1",11,8,3,3,"No","8K-12K","Bachelor","Medium","Bad"
101083,"No",200,11,2272,14,0,23,20,1,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Laboratory Technician","3",0,"3",5,"2","3",4,3,1,2,"No","0-3K","Below College","High","Better"
101084,"Yes",200,10,2018,14,0,40,9,4,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","1",3,"2",15,"3","1",5,4,1,0,"No","0-3K","Masters","Low","Bad"
101085,"No",200,35,7083,14,0,34,1,3,"Technical Degree","Male","Married","Travel_Rarely","Sales","3","Sales Executive","3",1,"3",10,"3","3",10,9,8,6,"Yes","5K-8K","Bachelor","High","Better"
101086,"Yes",200,20,4084,12,0,31,3,3,"Life Sciences","Female","Single","Travel_Frequently","Research & Development","1","Research Scientist","3",1,"3",7,"2","1",7,2,7,7,"No","3K-5K","Bachelor","High","Bad"
101087,"No",200,72,14411,13,0,50,22,5,"Medical","Male","Single","Travel_Frequently","Research & Development","4","Research Director","4",1,"3",32,"2","3",32,6,13,9,"Yes","12K+","Doctor","Very High","Better"
101088,"No",200,12,2308,25,1,34,7,2,"Technical Degree","Male","Married","Travel_Rarely","Sales","1","Sales Representative","3",0,"4",12,"4","3",11,10,5,7,"Yes","0-3K","College","High","Better"
101089,"No",200,24,4841,14,1,42,2,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","2",4,"3",4,"3","3",1,0,0,0,"No","3K-5K","Bachelor","Medium","Better"
101090,"No",200,21,4285,17,0,37,13,3,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Research Scientist","4",1,"3",10,"2","3",10,8,3,7,"No","3K-5K","Bachelor","Very High","Better"
101091,"No",200,49,9715,13,1,29,8,1,"Other","Female","Married","Travel_Rarely","Research & Development","2","Healthcare Representative","1",3,"3",9,"3","3",7,7,0,7,"No","8K-12K","Below College","Low","Better"
101092,"No",200,22,4320,13,0,33,25,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Manufacturing Director","2",1,"2",5,"2","3",5,3,0,2,"No","3K-5K","Bachelor","Medium","Better"
101093,"No",200,11,2132,20,1,45,28,3,"Technical Degree","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",4,"4",8,"3","3",5,4,0,3,"No","0-3K","Bachelor","Very High","Better"
101094,"No",200,51,10124,14,1,42,2,3,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","3","Healthcare Representative","4",2,"3",24,"3","1",20,8,13,9,"Yes","8K-12K","Bachelor","Very High","Bad"
101095,"No",200,27,5473,12,0,40,9,2,"Medical","Male","Married","Travel_Rarely","Sales","2","Sales Executive","1",0,"3",9,"5","4",8,4,7,1,"No","5K-8K","College","Low","Best"
101096,"No",200,26,5207,12,1,33,28,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Laboratory Technician","3",1,"3",15,"3","3",15,14,5,7,"Yes","5K-8K","Masters","High","Better"
101097,"No",200,82,16437,21,0,40,6,2,"Medical","Male","Single","Travel_Rarely","Human Resources","4","Manager","4",1,"4",21,"2","3",21,7,7,7,"Yes","12K+","College","Very High","Better"
101098,"No",200,11,2296,14,3,24,21,2,"Technical Degree","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","1",0,"3",2,"3","3",1,1,0,0,"No","0-3K","College","Low","Better"
101099,"No",200,20,4069,18,0,40,8,2,"Life Sciences","Male","Divorced","Non-Travel","Research & Development","2","Healthcare Representative","4",3,"3",8,"2","3",2,2,2,2,"Yes","3K-5K","College","Very High","Better"
101100,"No",200,37,7441,12,3,45,1,4,"Technical Degree","Male","Divorced","Travel_Rarely","Research & Development","3","Healthcare Representative","2",1,"3",10,"4","3",10,8,7,7,"No","5K-8K","Masters","Medium","Better"
101101,"No",200,12,2430,23,2,35,28,4,"Life Sciences","Female","Married","Travel_Rarely","Sales","1","Sales Representative","3",0,"4",6,"5","3",5,3,4,2,"No","0-3K","Masters","High","Better"
101102,"No",200,29,5878,12,1,32,5,2,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","2","Research Scientist","2",3,"3",12,"2","3",7,1,2,5,"No","5K-8K","College","Medium","Better"
101103,"No",200,13,2644,21,0,36,2,4,"Life Sciences","Male","Single","Travel_Rarely","Sales","1","Sales Representative","4",3,"4",7,"3","2",3,2,1,2,"Yes","0-3K","Masters","Very High","Good"
101104,"No",200,32,6439,14,1,48,16,4,"Life Sciences","Female","Divorced","Travel_Rarely","Sales","2","Sales Executive","3",8,"3",18,"2","3",8,7,7,7,"No","5K-8K","Masters","High","Better"
101105,"No",200,12,2451,18,2,29,9,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",6,"3",5,"2","2",1,0,0,0,"No","0-3K","Bachelor","High","Good"
101106,"No",200,32,6392,13,1,33,8,4,"Life Sciences","Male","Married","Travel_Rarely","Sales","2","Sales Executive","1",2,"3",8,"6","1",2,2,2,2,"No","5K-8K","Masters","Low","Bad"
101107,"Yes",200,49,9714,11,1,30,1,3,"Life Sciences","Male","Married","Travel_Rarely","Sales","2","Sales Executive","1",1,"1",10,"4","3",10,8,6,7,"No","8K-12K","Bachelor","Low","Better"
101108,"No",200,30,6077,11,0,38,10,4,"Human Resources","Male","Married","Travel_Frequently","Human Resources","2","Human Resources","3",3,"3",10,"2","3",6,3,1,2,"No","5K-8K","Masters","High","Better"
101109,"No",200,12,2450,19,0,35,1,3,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",3,"3","3",3,0,1,2,"No","0-3K","Bachelor","Low","Better"
101110,"No",200,46,9250,12,1,30,29,4,"Technical Degree","Male","Married","Travel_Rarely","Sales","3","Sales Executive","2",3,"3",9,"3","3",4,2,1,3,"No","8K-12K","Masters","Medium","Better"
101111,"Yes",200,10,2074,12,1,35,2,3,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",1,"2","3",1,0,0,0,"Yes","0-3K","Bachelor","Low","Better"
101112,"Yes",200,51,10169,16,1,53,2,5,"Technical Degree","Female","Married","Travel_Rarely","Research & Development","3","Manufacturing Director","4",0,"3",34,"4","3",33,7,1,9,"No","8K-12K","Doctor","Very High","Better"
101113,"Yes",200,24,4855,11,2,38,2,3,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","2",4,"3",7,"2","3",5,2,1,4,"No","3K-5K","Bachelor","Medium","Better"
101114,"No",200,20,4087,14,1,32,1,4,"Technical Degree","Male","Married","Non-Travel","Research & Development","2","Research Scientist","1",4,"3",9,"3","2",6,5,1,2,"No","3K-5K","Masters","Low","Good"
101115,"No",200,12,2367,12,1,48,15,4,"Other","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","1",8,"1",10,"3","2",8,2,7,6,"No","0-3K","Masters","Low","Good"
101116,"No",200,15,2972,13,0,34,7,4,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",1,"4","1",1,0,0,0,"No","0-3K","Masters","Very High","Bad"
101117,"No",200,98,19586,21,1,55,26,5,"Marketing","Male","Married","Travel_Rarely","Sales","5","Manager","4",1,"4",36,"3","3",36,6,2,13,"No","12K+","Doctor","Very High","Better"
101118,"No",200,27,5484,17,1,34,1,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Research Scientist","4",9,"3",9,"3","2",2,2,2,1,"No","5K-8K","Masters","Very High","Good"
101119,"No",200,10,2061,21,0,26,3,3,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"4",1,"5","3",1,0,0,0,"No","0-3K","Bachelor","Very High","Better"
101120,"No",200,50,9924,11,1,38,14,3,"Life Sciences","Male","Married","Travel_Rarely","Sales","2","Sales Executive","2",0,"3",10,"3","3",9,8,7,7,"No","8K-12K","Bachelor","Medium","Better"
101121,"No",200,21,4198,12,0,38,16,3,"Life Sciences","Female","Single","Travel_Rarely","Sales","2","Sales Executive","2",2,"3",8,"5","4",3,2,1,2,"No","3K-5K","Bachelor","Medium","Best"
101122,"No",200,34,6815,13,0,36,1,4,"Life Sciences","Female","Single","Travel_Rarely","Sales","2","Sales Executive","3",6,"3",15,"5","3",1,0,0,0,"No","5K-8K","Masters","High","Better"
101123,"No",200,24,4723,18,0,29,3,1,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",10,"3","3",10,9,1,5,"Yes","3K-5K","Below College","Low","Better"
101124,"No",200,31,6142,16,0,35,10,4,"Medical","Female","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","3",3,"3",10,"4","3",5,2,0,4,"Yes","5K-8K","Masters","High","Better"
101125,"No",200,41,8237,11,1,39,6,3,"Medical","Male","Married","Travel_Rarely","Sales","3","Sales Executive","3",2,"3",11,"3","3",7,6,7,6,"No","8K-12K","Bachelor","High","Better"
101126,"No",200,44,8853,19,1,29,2,1,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","2","Healthcare Representative","4",1,"3",6,"0","4",6,4,1,3,"No","8K-12K","Below College","Very High","Best"
101127,"No",200,97,19331,16,1,50,9,3,"Marketing","Male","Married","Travel_Rarely","Sales","5","Manager","3",4,"3",27,"2","3",1,0,0,0,"Yes","12K+","Bachelor","High","Better"
101128,"No",200,10,2073,16,1,23,10,3,"Technical Degree","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",2,"3",4,"2","3",2,2,2,2,"No","0-3K","Bachelor","High","Better"
101129,"No",200,28,5562,13,1,36,6,4,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","2","Laboratory Technician","1",3,"3",9,"3","3",3,2,0,2,"Yes","5K-8K","Masters","Low","Better"
101130,"No",200,98,19613,22,0,42,9,2,"Other","Male","Single","Travel_Rarely","Research & Development","5","Manager","4",8,"4",24,"2","3",1,0,0,1,"No","12K+","College","Very High","Better"
101131,"No",200,17,3407,17,2,35,28,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Laboratory Technician","3",1,"3",10,"3","2",10,9,6,8,"No","3K-5K","Bachelor","High","Good"
101132,"No",200,25,5063,14,1,34,10,4,"Technical Degree","Male","Married","Travel_Frequently","Research & Development","2","Healthcare Representative","3",1,"3",8,"3","2",8,2,7,7,"No","5K-8K","Masters","High","Good"
101133,"No",200,23,4639,15,1,40,14,2,"Life Sciences","Female","Married","Travel_Rarely","Sales","2","Sales Executive","1",1,"3",5,"2","3",5,4,1,2,"No","3K-5K","College","Low","Better"
101134,"No",200,24,4876,12,1,43,27,3,"Technical Degree","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","2",5,"3",8,"0","3",6,4,0,2,"No","3K-5K","Bachelor","Medium","Better"
101135,"No",200,13,2690,18,1,35,7,2,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"3",1,"5","2",1,0,0,1,"No","0-3K","College","Very High","Good"
101136,"No",200,88,17567,15,0,46,1,4,"Life Sciences","Male","Single","Travel_Rarely","Sales","4","Manager","1",1,"3",27,"5","1",26,0,0,12,"No","12K+","Masters","Low","Bad"
101137,"Yes",200,12,2408,17,3,28,24,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","2",1,"3",1,"3","3",1,1,0,0,"Yes","0-3K","Bachelor","Medium","Better"
101138,"No",200,14,2814,14,0,22,26,2,"Other","Female","Married","Non-Travel","Research & Development","1","Research Scientist","3",1,"3",4,"2","2",4,2,1,3,"Yes","0-3K","College","High","Good"
101139,"No",200,56,11245,15,1,50,20,5,"Medical","Male","Married","Travel_Frequently","Research & Development","4","Healthcare Representative","3",2,"3",32,"3","3",30,8,12,13,"Yes","8K-12K","Doctor","High","Better"
101140,"No",200,17,3312,17,2,32,5,4,"Other","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",3,"3",6,"3","3",3,2,0,2,"No","3K-5K","Masters","Very High","Better"
101141,"No",200,95,19049,14,1,44,7,3,"Medical","Female","Divorced","Travel_Rarely","Research & Development","5","Research Director","4",0,"3",23,"4","2",22,7,1,10,"Yes","12K+","Bachelor","Very High","Good"
101142,"No",200,11,2141,12,1,30,7,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"3",6,"3","2",6,4,1,1,"No","0-3K","Bachelor","Medium","Good"
101143,"No",200,29,5769,14,0,45,5,5,"Medical","Female","Single","Travel_Rarely","Research & Development","2","Laboratory Technician","1",1,"2",10,"3","3",10,7,1,4,"Yes","5K-8K","Doctor","Low","Better"
101144,"No",200,22,4385,15,1,45,26,3,"Marketing","Male","Married","Non-Travel","Sales","2","Sales Executive","1",1,"3",10,"2","3",10,7,4,5,"No","3K-5K","Bachelor","Low","Better"
101145,"No",200,27,5332,13,0,31,2,4,"Other","Male","Single","Travel_Frequently","Sales","2","Sales Executive","1",7,"1",10,"3","3",5,2,0,3,"No","5K-8K","Masters","Low","Better"
101146,"No",200,23,4663,12,2,36,12,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","3",9,"3",7,"2","3",3,2,1,1,"Yes","3K-5K","Masters","High","Better"
101147,"No",200,24,4724,13,1,34,10,4,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","2","Manufacturing Director","4",1,"3",9,"3","3",9,7,7,2,"No","3K-5K","Masters","Very High","Better"
101148,"No",200,16,3211,14,1,49,25,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",10,"3","2",9,6,1,4,"No","3K-5K","Masters","Low","Good"
101149,"No",200,27,5377,13,3,39,10,5,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","1",2,"3",10,"3","3",7,7,7,7,"No","5K-8K","Doctor","Low","Better"
101150,"No",200,20,4066,11,2,27,19,3,"Other","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",7,"3","3",7,7,0,7,"No","3K-5K","Bachelor","Low","Better"
101151,"No",200,26,5208,11,0,35,18,5,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Research Scientist","1",1,"1",16,"2","3",16,15,1,10,"No","5K-8K","Doctor","Low","Better"
101152,"No",200,24,4877,21,1,28,27,3,"Medical","Female","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","1",0,"4",6,"5","2",5,3,0,0,"No","3K-5K","Bachelor","Low","Good"
101153,"No",200,16,3117,18,0,21,5,1,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",3,"2","3",2,2,2,2,"No","3K-5K","Below College","Very High","Better"
101154,"Yes",200,8,1569,12,0,18,3,2,"Medical","Female","Single","Travel_Frequently","Sales","1","Sales Representative","4",1,"3",0,"2","4",0,0,0,0,"Yes","0-3K","College","Very High","Best"
101155,"No",200,98,19658,11,1,47,26,4,"Life Sciences","Female","Married","Travel_Rarely","Human Resources","5","Manager","3",3,"3",27,"2","3",5,2,1,0,"No","12K+","Masters","High","Better"
101156,"No",200,15,3069,15,1,39,3,2,"Medical","Male","Divorced","Travel_Rarely","Research & Development","2","Laboratory Technician","3",0,"3",11,"3","3",10,8,0,7,"No","3K-5K","College","High","Better"
101157,"No",200,52,10435,13,2,40,15,3,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","3","Manufacturing Director","3",1,"3",18,"2","3",18,15,14,12,"No","8K-12K","Bachelor","High","Better"
101158,"No",200,21,4148,12,1,35,8,4,"Life Sciences","Female","Married","Non-Travel","Research & Development","2","Healthcare Representative","3",1,"3",15,"5","3",14,11,2,9,"No","3K-5K","Masters","High","Better"
101159,"No",200,29,5768,17,3,37,19,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","3",3,"3",9,"2","2",4,3,0,2,"No","5K-8K","Bachelor","High","Good"
101160,"No",200,25,5042,13,0,39,4,3,"Medical","Female","Single","Travel_Frequently","Research & Development","2","Manufacturing Director","3",0,"3",10,"2","1",9,2,3,8,"No","5K-8K","Bachelor","High","Bad"
101161,"No",200,29,5770,19,2,45,2,2,"Other","Female","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","4",1,"3",10,"3","3",10,7,3,9,"No","5K-8K","College","Very High","Better"
101162,"No",200,39,7756,19,1,38,2,2,"Medical","Female","Married","Travel_Rarely","Research & Development","3","Manufacturing Director","3",3,"3",10,"6","4",5,4,0,2,"Yes","5K-8K","College","High","Best"
101163,"Yes",200,52,10306,17,0,35,10,3,"Medical","Male","Married","Travel_Rarely","Sales","3","Sales Executive","1",9,"1",15,"3","3",13,12,6,0,"No","8K-12K","Bachelor","Low","Better"
101164,"No",200,20,3936,11,1,37,10,3,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"1",8,"2","1",8,4,7,7,"No","3K-5K","Bachelor","Medium","Bad"
101165,"No",200,40,7945,15,0,40,16,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","3","Manufacturing Director","4",6,"3",18,"2","2",4,2,3,3,"Yes","5K-8K","Bachelor","Very High","Good"
101166,"No",200,29,5743,11,0,44,1,5,"Human Resources","Male","Married","Travel_Frequently","Human Resources","2","Human Resources","4",4,"3",14,"3","3",10,7,0,2,"Yes","5K-8K","Doctor","Very High","Better"
101167,"No",200,76,15202,25,1,48,4,5,"Medical","Male","Married","Travel_Frequently","Research & Development","4","Manager","4",2,"4",23,"3","3",2,2,2,2,"No","12K+","Doctor","Very High","Better"
101168,"Yes",200,27,5440,14,2,35,15,2,"Medical","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","4",6,"3",7,"2","2",2,2,2,2,"Yes","5K-8K","College","Very High","Good"
101169,"No",200,19,3760,13,0,24,2,1,"Technical Degree","Female","Single","Travel_Frequently","Research & Development","1","Research Scientist","4",1,"3",6,"2","3",6,3,1,3,"Yes","3K-5K","Below College","Very High","Better"
101170,"No",200,18,3517,17,0,27,8,3,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",7,"3",5,"0","3",3,2,0,2,"No","3K-5K","Bachelor","High","Better"
101171,"No",200,13,2580,13,0,27,2,3,"Medical","Male","Single","Travel_Frequently","Research & Development","1","Research Scientist","4",2,"3",6,"0","2",4,2,1,2,"No","0-3K","Bachelor","Very High","Good"
101172,"Yes",200,11,2166,14,0,40,7,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","1",3,"2",10,"3","1",4,2,0,3,"Yes","0-3K","Bachelor","Low","Bad"
101173,"No",200,29,5869,11,0,29,10,3,"Medical","Male","Single","Travel_Rarely","Sales","2","Sales Executive","3",9,"3",8,"2","3",5,2,1,4,"No","5K-8K","Bachelor","High","Better"
101174,"No",200,40,8008,12,2,36,5,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","3","Healthcare Representative","1",4,"3",9,"6","3",3,2,0,2,"No","8K-12K","Masters","Low","Better"
101175,"No",200,26,5206,17,2,25,2,1,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","2","Manufacturing Director","3",1,"3",7,"6","3",7,7,0,7,"No","5K-8K","Below College","High","Better"
101176,"No",200,26,5295,21,0,39,12,3,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","2",4,"4",7,"3","3",5,4,1,0,"No","5K-8K","Bachelor","Medium","Better"
101177,"No",200,82,16413,16,2,49,22,4,"Other","Female","Married","Travel_Rarely","Research & Development","4","Research Director","2",3,"3",27,"2","3",4,2,1,2,"No","12K+","Masters","Medium","Better"
101178,"No",200,66,13269,15,3,50,17,5,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","3","Research Director","1",5,"3",19,"3","3",14,11,1,11,"No","12K+","Doctor","Low","Better"
101179,"No",200,14,2783,19,0,20,2,3,"Medical","Female","Single","Travel_Rarely","Sales","1","Sales Representative","3",1,"3",2,"3","3",2,2,2,2,"No","0-3K","Bachelor","High","Better"
101180,"No",200,27,5433,12,1,34,3,3,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","2","Research Scientist","2",1,"3",11,"2","3",11,8,7,9,"No","5K-8K","Bachelor","Medium","Better"
101181,"No",200,10,2013,11,0,36,7,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","2",2,"3",15,"4","3",4,3,1,3,"No","0-3K","Bachelor","Medium","Better"
101182,"No",200,70,13966,19,1,49,6,1,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","4","Healthcare Representative","3",2,"3",30,"3","3",15,11,2,12,"Yes","12K+","Below College","High","Better"
101183,"No",200,22,4374,15,0,36,1,4,"Medical","Female","Married","Non-Travel","Research & Development","2","Manufacturing Director","3",0,"3",4,"6","3",3,2,1,2,"No","3K-5K","Masters","High","Better"
101184,"No",200,34,6842,20,1,36,3,2,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","2","Healthcare Representative","1",6,"4",13,"3","3",5,4,0,4,"No","5K-8K","College","Low","Better"
101185,"No",200,87,17426,25,1,54,22,5,"Medical","Female","Married","Travel_Rarely","Research & Development","4","Manager","3",3,"4",36,"6","3",10,8,4,7,"No","12K+","Doctor","High","Better"
101186,"No",200,88,17603,24,1,43,15,2,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","4","Research Director","3",1,"4",14,"3","3",14,10,6,11,"No","12K+","College","High","Better"
101187,"Yes",200,23,4581,24,0,35,12,4,"Other","Male","Single","Travel_Frequently","Sales","2","Sales Executive","4",3,"4",13,"2","4",11,9,6,7,"Yes","3K-5K","Masters","Very High","Best"
101188,"No",200,24,4735,15,2,38,1,3,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","2","Research Scientist","4",7,"3",19,"4","4",13,11,2,9,"No","3K-5K","Bachelor","Very High","Best"
101189,"No",200,21,4187,13,1,29,5,3,"Medical","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","2",1,"3",10,"3","2",10,0,0,9,"Yes","3K-5K","Bachelor","Medium","Good"
101190,"No",200,28,5505,14,2,33,2,4,"Medical","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","4",1,"3",6,"5","3",6,2,0,4,"No","5K-8K","Masters","Very High","Better"
101191,"No",200,27,5470,13,2,32,2,3,"Medical","Male","Divorced","Travel_Rarely","Research & Development","2","Research Scientist","2",0,"3",10,"4","2",9,5,1,6,"No","5K-8K","Bachelor","Medium","Good"
101192,"No",200,27,5476,11,2,31,5,4,"Life Sciences","Female","Married","Travel_Rarely","Sales","2","Sales Executive","4",1,"3",10,"2","3",10,0,0,2,"No","5K-8K","Masters","Very High","Better"
101193,"No",200,13,2587,16,1,49,16,3,"Medical","Female","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","1",4,"3",17,"2","2",2,2,2,2,"Yes","0-3K","Bachelor","Low","Good"
101194,"No",200,12,2440,22,0,38,2,3,"Medical","Female","Single","Travel_Frequently","Research & Development","1","Laboratory Technician","2",1,"4",4,"3","3",4,3,3,3,"No","0-3K","Bachelor","Medium","Better"
101195,"No",200,80,15972,14,3,47,2,4,"Life Sciences","Female","Divorced","Travel_Rarely","Sales","4","Manager","2",6,"3",29,"2","3",3,2,1,2,"No","12K+","Masters","Medium","Better"
101196,"No",200,77,15379,14,0,49,1,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","4","Manager","3",4,"3",23,"2","3",8,7,0,0,"No","12K+","Bachelor","High","Better"
101197,"No",200,35,7082,16,0,41,23,2,"Life Sciences","Male","Single","Travel_Rarely","Sales","3","Sales Executive","3",3,"3",21,"2","3",2,0,0,2,"Yes","5K-8K","College","High","Better"
101198,"No",200,14,2728,11,0,20,9,1,"Life Sciences","Male","Single","Travel_Rarely","Sales","1","Sales Representative","1",1,"1",2,"3","3",2,2,0,2,"No","0-3K","Below College","Low","Better"
101199,"No",200,27,5368,25,1,33,16,3,"Life Sciences","Female","Divorced","Non-Travel","Sales","2","Sales Executive","4",1,"4",7,"2","3",6,5,1,2,"Yes","5K-8K","Bachelor","Very High","Better"
101200,"No",200,27,5347,14,2,36,26,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Healthcare Representative","3",6,"3",10,"2","2",3,2,0,2,"No","5K-8K","Masters","High","Good"
101201,"No",200,16,3195,18,3,44,1,3,"Life Sciences","Female","Divorced","Travel_Rarely","Human Resources","1","Human Resources","4",4,"3",8,"2","3",2,2,2,2,"Yes","3K-5K","Bachelor","Very High","Better"
101202,"Yes",200,20,3989,11,0,23,8,1,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","3",1,"3",5,"2","3",5,4,1,2,"Yes","3K-5K","Below College","High","Better"
