EmpId,BusinessTravel,Department,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime
100803,Travel_Frequently,Sales,2,Sales Executive,2,0,3,200,4,3,3,3,2,0,2,No
100804,Non-Travel,Research & Development,1,Research Scientist,4,3,3,200,6,2,3,0,0,0,0,No
100805,Non-Travel,Research & Development,4,Manager,4,2,4,200,27,3,2,5,4,2,1,No
100806,Non-Travel,Sales,2,Sales Executive,3,1,3,200,15,2,3,15,10,4,12,No
100807,Travel_Rarely,Research & Development,3,Healthcare Representative,2,7,3,200,18,4,3,8,6,4,0,No
100808,Travel_Rarely,Sales,3,Sales Executive,3,0,3,200,9,2,3,8,7,2,7,Yes
100809,Travel_Rarely,Research & Development,1,Research Scientist,4,4,4,200,11,1,3,7,5,1,7,No
100810,Travel_Rarely,Research & Development,3,Manufacturing Director,2,0,3,200,10,3,2,9,7,1,7,No
100811,Travel_Rarely,Sales,4,Manager,3,3,3,200,23,3,3,12,9,4,9,No
100812,Travel_Rarely,Sales,3,Sales Executive,2,7,3,200,10,2,3,1,0,0,0,No
100813,Travel_Frequently,Research & Development,3,Manufacturing Director,1,8,3,200,18,1,3,8,7,0,1,No
100814,Travel_Frequently,Research & Development,4,Healthcare Representative,4,7,3,200,21,4,3,18,7,11,5,No
100815,Travel_Rarely,Research & Development,5,Research Director,3,1,3,200,21,2,4,20,7,4,9,No
100816,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,2,6,4,2,2,2,2,Yes
100817,Non-Travel,Research & Development,2,Laboratory Technician,2,9,2,200,9,2,2,5,4,0,3,No
100818,Non-Travel,Research & Development,2,Manufacturing Director,4,2,4,200,18,0,3,11,9,0,9,No
100819,Travel_Frequently,Sales,1,Sales Representative,4,0,3,200,3,4,3,2,2,2,2,No
100820,Travel_Rarely,Research & Development,1,Research Scientist,2,0,3,200,6,2,1,5,3,0,4,No
100821,Travel_Frequently,Sales,2,Sales Executive,4,1,3,200,5,3,3,5,2,0,2,No
100822,Travel_Rarely,Sales,4,Sales Executive,2,6,3,200,22,3,3,9,8,2,3,No
100823,Travel_Frequently,Research & Development,2,Manufacturing Director,3,2,3,200,5,3,2,3,2,0,2,No
100824,Travel_Frequently,Research & Development,1,Research Scientist,2,0,3,200,8,2,2,7,5,1,1,No
100825,Travel_Rarely,Research & Development,2,Laboratory Technician,4,4,3,200,16,3,3,1,0,0,0,No
100826,Travel_Rarely,Research & Development,2,Manufacturing Director,4,1,3,200,10,2,2,10,7,1,2,Yes
100827,Travel_Rarely,Human Resources,1,Human Resources,3,1,3,200,7,2,4,7,6,5,0,No
100828,Travel_Frequently,Research & Development,1,Research Scientist,3,1,3,200,3,2,3,3,1,0,2,Yes
100829,Non-Travel,Research & Development,1,Laboratory Technician,3,1,3,200,0,0,3,0,0,0,0,No
100830,Travel_Rarely,Sales,2,Sales Executive,1,0,3,200,6,3,3,5,2,0,3,Yes
100831,Travel_Rarely,Research & Development,1,Laboratory Technician,4,3,3,200,6,4,3,1,0,0,0,Yes
100832,Travel_Frequently,Research & Development,1,Laboratory Technician,3,1,3,200,2,5,2,2,2,2,2,No
100833,Travel_Rarely,Research & Development,2,Healthcare Representative,4,7,3,200,9,2,3,6,2,1,3,No
100834,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,4,0,3,4,2,2,2,No
100835,Travel_Rarely,Sales,2,Sales Executive,3,1,4,200,6,3,2,6,5,1,3,No
100836,Travel_Rarely,Human Resources,1,Human Resources,3,1,3,200,6,2,1,5,4,1,4,No
100837,Travel_Rarely,Sales,3,Sales Executive,1,1,2,200,11,3,1,11,8,3,10,No
100838,Travel_Frequently,Research & Development,3,Research Director,3,9,3,200,20,3,2,18,7,2,13,No
100839,Travel_Frequently,Sales,4,Sales Executive,1,0,1,200,22,2,2,21,9,13,14,Yes
100840,Travel_Rarely,Sales,2,Sales Executive,1,7,1,200,9,3,4,6,4,1,5,No
100841,Travel_Rarely,Research & Development,1,Laboratory Technician,3,6,3,200,10,2,3,8,0,1,7,No
100842,Travel_Rarely,Research & Development,1,Laboratory Technician,2,8,4,200,6,2,3,4,3,1,2,No
100843,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,3,200,1,4,2,1,1,0,0,Yes
100844,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,4,200,8,2,3,8,7,0,7,No
100845,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,10,3,3,10,3,1,4,No
100846,Travel_Frequently,Research & Development,2,Research Scientist,4,3,3,200,16,3,1,1,1,0,0,Yes
100847,Travel_Rarely,Research & Development,3,Manufacturing Director,2,2,3,200,15,2,4,7,7,6,4,No
100848,Travel_Frequently,Research & Development,2,Healthcare Representative,1,0,4,200,14,3,3,13,9,4,9,No
100849,Travel_Frequently,Research & Development,1,Laboratory Technician,4,1,3,200,2,2,4,2,2,2,2,No
100850,Travel_Rarely,Sales,2,Sales Executive,3,8,3,200,7,2,2,4,3,1,3,No
100851,Non-Travel,Sales,1,Sales Representative,1,1,3,200,1,3,3,1,0,0,0,No
100852,Travel_Rarely,Research & Development,5,Manager,1,4,3,200,28,2,3,5,2,4,2,No
100853,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,3,200,10,5,3,10,8,0,8,No
100854,Travel_Rarely,Research & Development,1,Research Scientist,1,1,4,200,1,4,3,1,1,0,0,No
100855,Travel_Rarely,Research & Development,1,Research Scientist,3,4,3,200,7,2,2,3,2,0,2,Yes
100856,Travel_Rarely,Research & Development,2,Manufacturing Director,4,1,3,200,14,2,2,14,8,3,11,No
100857,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,2,2,2,2,2,1,2,No
100858,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,6,4,3,6,4,0,2,Yes
100859,Travel_Rarely,Research & Development,5,Manager,3,3,3,200,26,6,3,7,7,4,7,No
100860,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,6,2,2,5,4,1,3,Yes
100861,Travel_Frequently,Research & Development,1,Research Scientist,4,0,3,200,1,5,3,0,0,0,0,Yes
100862,Travel_Rarely,Sales,4,Manager,1,8,3,200,28,2,3,26,15,15,9,No
100863,Non-Travel,Research & Development,1,Research Scientist,3,2,3,200,6,3,3,0,0,0,0,No
100864,Travel_Rarely,Human Resources,1,Human Resources,3,1,3,200,5,2,3,5,4,1,4,No
100865,Non-Travel,Research & Development,1,Research Scientist,1,6,3,200,5,2,1,1,0,0,0,No
100866,Travel_Rarely,Sales,2,Sales Executive,1,8,3,200,8,3,3,4,3,0,3,No
100867,Travel_Frequently,Sales,2,Sales Executive,2,5,3,200,5,2,3,0,0,0,0,No
100868,Travel_Frequently,Research & Development,4,Manager,1,2,4,200,32,3,3,2,2,2,2,No
100869,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,6,2,3,6,5,3,3,No
100870,Travel_Rarely,Research & Development,5,Research Director,2,5,3,200,25,2,3,4,2,0,3,No
100871,Travel_Rarely,Sales,2,Sales Executive,1,3,3,200,15,2,3,7,7,1,7,Yes
100872,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,3,200,1,3,1,1,0,0,0,No
100873,Travel_Frequently,Sales,2,Sales Executive,3,1,3,200,10,3,2,10,7,0,1,No
100874,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,7,4,3,7,7,1,7,No
100875,Travel_Rarely,Research & Development,2,Laboratory Technician,3,1,3,200,10,4,2,10,7,8,9,No
100876,Travel_Rarely,Research & Development,2,Research Scientist,4,1,4,200,20,3,3,20,11,13,17,No
100877,Travel_Rarely,Sales,1,Sales Representative,4,1,3,200,2,2,3,2,1,2,2,No
100878,Travel_Rarely,Research & Development,2,Manufacturing Director,4,2,3,200,12,3,2,6,3,1,4,No
100879,Non-Travel,Human Resources,2,Human Resources,1,7,3,200,10,3,4,4,3,0,3,No
100880,Travel_Rarely,Sales,2,Sales Executive,4,0,3,200,12,3,3,11,7,1,9,Yes
100881,Travel_Frequently,Research & Development,1,Laboratory Technician,2,1,4,200,2,2,3,2,2,2,2,No
100882,Travel_Frequently,Research & Development,2,Research Scientist,3,4,3,200,10,2,3,8,7,0,7,Yes
100883,Travel_Rarely,Research & Development,3,Manufacturing Director,1,2,4,200,17,2,3,7,7,7,7,Yes
100884,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,15,5,3,14,10,4,10,No
100885,Travel_Rarely,Sales,2,Sales Executive,2,7,3,200,7,2,4,5,1,1,3,No
100886,Travel_Rarely,Sales,2,Sales Executive,4,0,3,200,5,4,3,4,3,1,1,No
100887,Travel_Rarely,Research & Development,1,Research Scientist,2,0,4,200,12,2,3,11,9,5,7,Yes
100888,Travel_Frequently,Research & Development,3,Research Director,1,3,3,200,20,6,3,1,0,0,0,Yes
100889,Non-Travel,Sales,3,Sales Executive,4,4,3,200,16,6,2,13,2,4,12,Yes
100890,Travel_Rarely,Research & Development,1,Research Scientist,1,1,1,200,9,3,2,9,7,6,8,Yes
100891,Travel_Frequently,Research & Development,3,Manufacturing Director,3,7,3,200,33,2,1,5,4,1,4,No
100892,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,10,5,3,10,5,7,7,No
100893,Non-Travel,Research & Development,1,Research Scientist,2,1,4,200,1,2,4,1,1,0,0,Yes
100894,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,3,5,3,3,2,1,2,No
100895,Travel_Rarely,Research & Development,4,Research Director,4,3,3,200,36,2,3,10,9,0,9,No
100896,Travel_Rarely,Research & Development,2,Healthcare Representative,1,1,1,200,6,2,2,6,5,0,1,Yes
100897,Travel_Rarely,Research & Development,2,Healthcare Representative,1,1,3,200,10,2,3,10,9,1,8,No
100898,Travel_Rarely,Sales,2,Sales Executive,4,5,3,200,13,2,3,6,1,0,5,No
100899,Travel_Rarely,Research & Development,5,Research Director,4,3,3,200,25,2,3,8,7,0,7,No
100900,Travel_Rarely,Research & Development,5,Manager,3,2,3,200,23,2,4,1,0,0,0,No
100901,Travel_Frequently,Research & Development,1,Research Scientist,2,1,2,200,12,2,2,11,10,0,7,No
100902,Travel_Rarely,Research & Development,1,Laboratory Technician,2,5,3,200,7,4,2,1,0,0,0,No
100903,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,5,2,3,5,3,0,3,No
100904,Travel_Rarely,Research & Development,2,Healthcare Representative,4,1,3,200,6,2,3,6,0,1,0,Yes
100905,Travel_Rarely,Research & Development,5,Research Director,4,6,3,200,25,3,4,1,0,0,0,No
100906,Travel_Rarely,Research & Development,4,Research Director,4,3,3,200,9,2,2,7,7,1,7,No
100907,Travel_Rarely,Research & Development,1,Research Scientist,3,0,3,200,2,5,2,1,0,0,0,No
100908,Travel_Rarely,Sales,5,Manager,2,7,3,200,26,5,3,22,9,3,10,No
100909,Travel_Rarely,Sales,3,Sales Executive,3,0,3,200,10,3,3,9,8,0,8,Yes
100910,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,1,2,3,1,0,0,1,Yes
100911,Travel_Rarely,Research & Development,1,Research Scientist,3,1,4,200,1,2,3,1,0,0,1,No
100912,Travel_Frequently,Sales,1,Sales Representative,4,1,3,200,1,4,3,1,0,1,0,Yes
100913,Travel_Rarely,Research & Development,1,Research Scientist,4,1,4,200,8,2,2,8,5,2,2,Yes
100914,Travel_Rarely,Sales,5,Manager,2,2,3,200,26,2,3,24,10,1,11,Yes
100915,Non-Travel,Research & Development,4,Healthcare Representative,2,1,3,200,34,3,3,33,9,15,0,Yes
100916,Travel_Frequently,Research & Development,1,Laboratory Technician,3,1,4,200,2,2,1,2,2,2,2,No
100917,Travel_Rarely,Sales,5,Manager,2,2,3,200,26,2,3,11,4,0,8,No
100918,Travel_Rarely,Sales,2,Sales Executive,1,0,1,200,4,3,3,3,2,0,2,Yes
100919,Travel_Frequently,Sales,5,Manager,2,4,4,200,31,5,2,29,10,11,10,Yes
100920,Travel_Rarely,Research & Development,3,Manufacturing Director,4,6,3,200,25,6,2,9,7,5,4,No
100921,Travel_Frequently,Research & Development,2,Laboratory Technician,2,4,3,200,15,2,4,11,8,5,10,No
100922,Travel_Frequently,Research & Development,1,Laboratory Technician,3,0,3,200,5,2,2,4,2,0,2,Yes
100923,Travel_Rarely,Research & Development,5,Manager,1,1,3,200,26,4,2,25,9,14,13,No
100924,Travel_Frequently,Human Resources,2,Human Resources,2,4,3,200,14,5,4,10,9,1,8,No
100925,Travel_Rarely,Research & Development,1,Research Scientist,3,0,3,200,4,3,3,3,2,2,2,Yes
100926,Travel_Rarely,Research & Development,2,Research Scientist,2,6,3,200,18,2,3,1,0,0,0,Yes
100927,Travel_Rarely,Sales,3,Sales Executive,4,3,3,200,23,3,4,21,7,15,17,No
100928,Travel_Rarely,Research & Development,2,Manufacturing Director,2,9,1,200,18,2,3,16,14,5,12,Yes
100929,Travel_Rarely,Research & Development,3,Healthcare Representative,4,1,3,200,10,2,3,10,7,0,5,No
100930,Travel_Frequently,Research & Development,1,Laboratory Technician,4,1,3,200,2,2,3,2,2,2,2,Yes
100931,Travel_Frequently,Research & Development,1,Laboratory Technician,3,0,3,200,8,6,2,7,0,7,7,No
100932,Non-Travel,Research & Development,2,Manufacturing Director,3,7,3,200,10,3,3,8,4,1,7,Yes
100933,Travel_Rarely,Research & Development,1,Laboratory Technician,3,3,3,200,10,2,3,7,7,7,7,Yes
100934,Travel_Rarely,Research & Development,1,Research Scientist,1,2,1,200,5,2,2,3,2,1,2,No
100935,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,2,3,2,2,2,2,1,No
100936,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,4,4,10,7,0,8,No
100937,Travel_Frequently,Research & Development,5,Manager,2,3,4,200,22,4,3,0,0,0,0,No
100938,Travel_Rarely,Research & Development,4,Manager,2,6,3,200,21,4,3,19,9,15,2,Yes
100939,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,2,3,3,2,2,2,2,No
100940,Travel_Rarely,Research & Development,2,Laboratory Technician,3,1,3,200,10,3,3,10,4,1,1,No
100941,Travel_Rarely,Research & Development,1,Research Scientist,1,0,2,200,6,2,3,5,2,0,3,No
100942,Travel_Rarely,Research & Development,2,Laboratory Technician,4,0,3,200,10,6,3,9,2,6,7,No
100943,Travel_Rarely,Research & Development,3,Healthcare Representative,3,3,3,200,10,0,3,7,7,1,7,No
100944,Travel_Rarely,Human Resources,1,Human Resources,1,6,1,200,10,3,4,7,6,5,7,No
100945,Non-Travel,Research & Development,2,Laboratory Technician,4,0,3,200,10,6,3,9,8,7,5,No
100946,Travel_Rarely,Research & Development,4,Research Director,1,4,3,200,25,2,3,3,2,1,2,Yes
100947,Travel_Rarely,Sales,3,Sales Executive,2,2,1,200,9,2,3,5,4,1,0,Yes
100948,Travel_Rarely,Sales,3,Sales Executive,2,9,1,200,10,2,2,8,7,7,7,Yes
100949,Travel_Rarely,Research & Development,3,Manager,1,1,4,200,9,2,3,9,1,0,8,Yes
100950,Travel_Rarely,Research & Development,2,Manufacturing Director,3,0,3,200,9,6,3,8,7,1,7,No
100951,Non-Travel,Sales,3,Sales Executive,3,1,3,200,10,5,2,10,8,9,6,Yes
100952,Non-Travel,Sales,2,Sales Executive,2,1,3,200,19,4,3,19,2,11,9,No
100953,Travel_Frequently,Sales,1,Sales Representative,2,1,2,200,3,2,4,3,2,2,2,Yes
100954,Travel_Rarely,Research & Development,1,Laboratory Technician,1,4,3,200,10,4,4,3,2,1,2,No
100955,Non-Travel,Research & Development,4,Manager,3,0,3,200,21,3,2,20,8,2,10,Yes
100956,Travel_Rarely,Research & Development,5,Manager,3,4,3,200,23,5,3,19,9,9,11,No
100957,Travel_Rarely,Human Resources,5,Manager,2,6,3,200,36,4,3,7,3,7,7,No
100958,Non-Travel,Research & Development,1,Research Scientist,3,9,3,200,6,0,3,4,2,0,0,No
100959,Travel_Rarely,Research & Development,3,Healthcare Representative,4,0,3,200,10,0,2,9,7,1,6,No
100960,Travel_Rarely,Research & Development,2,Research Scientist,4,1,3,200,9,4,3,9,8,8,8,No
100961,Travel_Frequently,Sales,2,Sales Executive,1,0,3,200,10,2,3,9,3,1,7,No
100962,Travel_Frequently,Research & Development,2,Research Scientist,3,1,3,200,9,3,3,9,6,1,1,Yes
100963,Travel_Rarely,Human Resources,4,Manager,2,1,3,200,33,2,3,33,9,0,10,Yes
100964,Travel_Rarely,Sales,2,Sales Executive,1,3,3,200,11,3,3,7,7,1,7,No
100965,Travel_Rarely,Sales,2,Sales Executive,1,1,3,200,10,6,4,10,8,9,6,No
100966,Travel_Rarely,Research & Development,1,Laboratory Technician,4,3,3,200,7,6,2,3,2,1,2,No
100967,Travel_Rarely,Research & Development,3,Manufacturing Director,1,7,2,200,31,0,2,10,9,5,9,Yes
100968,Travel_Rarely,Research & Development,1,Laboratory Technician,2,3,4,200,7,3,3,4,2,0,3,No
100969,Travel_Frequently,Sales,2,Sales Executive,1,2,1,200,17,2,2,15,7,6,13,No
100970,Travel_Rarely,Research & Development,3,Manufacturing Director,4,1,3,200,11,2,3,10,9,0,8,No
100971,Travel_Rarely,Sales,1,Sales Representative,4,8,3,200,5,4,3,1,0,0,0,No
100972,Travel_Rarely,Research & Development,4,Manufacturing Director,2,3,3,200,29,1,2,5,2,0,3,No
100973,Non-Travel,Research & Development,1,Laboratory Technician,4,1,3,200,0,5,4,0,0,0,0,No
100974,Travel_Rarely,Research & Development,2,Laboratory Technician,4,0,3,200,10,0,3,9,7,0,0,No
100975,Travel_Frequently,Sales,2,Sales Executive,4,3,4,200,8,3,3,6,2,0,0,No
100976,Travel_Rarely,Sales,4,Sales Executive,3,6,3,200,24,2,2,19,7,3,8,Yes
100977,Travel_Rarely,Research & Development,4,Manufacturing Director,2,4,3,200,33,0,3,19,16,15,9,Yes
100978,Non-Travel,Research & Development,1,Research Scientist,3,1,4,200,5,2,3,5,4,0,0,No
100979,Travel_Rarely,Research & Development,2,Healthcare Representative,3,5,4,200,15,0,3,12,11,11,8,No
100980,Travel_Rarely,Research & Development,2,Laboratory Technician,3,4,3,200,10,1,3,8,7,7,7,No
100981,Travel_Frequently,Sales,1,Sales Representative,4,7,3,200,3,3,4,1,0,0,0,No
100982,Travel_Frequently,Sales,2,Sales Executive,3,0,3,200,5,0,2,4,2,3,2,Yes
100983,Travel_Frequently,Research & Development,1,Research Scientist,3,1,3,200,4,2,3,4,2,0,3,No
100984,Travel_Rarely,Research & Development,2,Healthcare Representative,4,1,3,200,14,2,4,14,11,4,11,No
100985,Travel_Rarely,Sales,2,Sales Executive,1,1,3,200,5,0,3,5,3,0,4,No
100986,Travel_Rarely,Research & Development,2,Manufacturing Director,3,1,3,200,10,3,2,10,2,6,7,Yes
100987,Travel_Rarely,Sales,2,Sales Executive,4,3,3,200,8,2,4,5,4,1,4,Yes
100988,Travel_Frequently,Sales,3,Sales Executive,2,2,3,200,14,5,3,4,2,3,2,No
100989,Travel_Frequently,Research & Development,2,Research Scientist,4,3,3,200,12,4,2,6,2,3,3,Yes
100990,Travel_Rarely,Research & Development,1,Research Scientist,3,7,3,200,8,2,3,6,4,1,3,Yes
100991,Travel_Frequently,Sales,2,Sales Executive,4,6,3,200,8,2,4,5,4,1,2,No
100992,Travel_Rarely,Sales,2,Sales Executive,2,0,3,200,4,3,2,3,2,1,2,Yes
100993,Non-Travel,Research & Development,3,Healthcare Representative,3,3,4,200,13,2,3,6,4,0,5,No
100994,Travel_Rarely,Sales,2,Sales Executive,3,2,3,200,6,3,2,3,2,1,2,No
100995,Travel_Frequently,Research & Development,4,Manufacturing Director,3,2,3,200,24,3,2,5,3,0,2,Yes
100996,Travel_Rarely,Research & Development,2,Research Scientist,3,1,3,200,20,3,1,20,7,1,8,Yes
100997,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,6,3,3,6,2,4,4,Yes
100998,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,8,2,3,8,2,7,7,Yes
100999,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,5,2,3,4,3,1,1,No
101000,Travel_Rarely,Human Resources,4,Manager,1,0,3,200,21,5,3,20,7,0,9,No
101001,Travel_Rarely,Research & Development,1,Laboratory Technician,1,9,2,200,12,2,1,5,4,0,4,No
101002,Travel_Rarely,Research & Development,1,Laboratory Technician,3,4,3,200,8,6,3,3,2,0,2,No
101003,Travel_Frequently,Research & Development,3,Manufacturing Director,4,2,3,200,10,2,3,2,2,2,2,No
101004,Travel_Rarely,Research & Development,1,Laboratory Technician,4,4,3,200,7,2,2,3,2,0,2,No
101005,Travel_Rarely,Research & Development,1,Laboratory Technician,1,0,2,200,8,2,3,7,7,0,7,No
101006,Travel_Rarely,Human Resources,3,Human Resources,1,1,1,200,10,3,2,10,9,0,9,No
101007,Travel_Frequently,Research & Development,2,Laboratory Technician,1,3,4,200,20,2,3,4,3,1,3,No
101008,Travel_Frequently,Research & Development,3,Healthcare Representative,4,0,3,200,9,1,3,8,7,7,7,Yes
101009,Travel_Rarely,Research & Development,4,Research Director,4,6,3,200,29,3,2,20,7,12,7,No
101010,Travel_Rarely,Research & Development,5,Research Director,1,3,4,200,32,3,3,9,8,1,5,Yes
101011,Travel_Rarely,Research & Development,4,Research Director,4,2,3,200,31,4,4,7,7,0,0,No
101012,Travel_Rarely,Sales,2,Sales Executive,2,3,3,200,15,3,3,5,4,0,1,Yes
101013,Travel_Frequently,Sales,1,Sales Representative,3,1,3,200,1,3,3,1,0,0,0,No
101014,Travel_Rarely,Sales,2,Sales Executive,1,7,3,200,8,3,3,3,2,0,2,No
101015,Travel_Rarely,Research & Development,4,Research Director,2,3,3,200,9,3,4,3,2,1,0,No
101016,Travel_Frequently,Research & Development,1,Research Scientist,1,5,3,200,10,2,3,4,3,1,3,No
101017,Travel_Rarely,Research & Development,1,Research Scientist,2,1,1,200,1,3,4,1,0,0,0,No
101018,Travel_Rarely,Research & Development,1,Laboratory Technician,1,0,2,200,6,3,4,5,0,1,4,No
101019,Travel_Rarely,Research & Development,2,Laboratory Technician,4,1,3,200,10,2,2,10,4,1,8,No
101020,Travel_Rarely,Sales,2,Sales Executive,1,4,3,200,11,3,2,3,2,0,2,No
101021,Travel_Rarely,Research & Development,1,Research Scientist,4,7,3,200,17,2,2,6,5,1,2,No
101022,Travel_Rarely,Sales,1,Sales Representative,1,3,1,200,6,2,3,3,2,2,2,No
101023,Non-Travel,Research & Development,1,Laboratory Technician,3,0,3,200,7,2,1,6,5,1,3,No
101024,Travel_Rarely,Research & Development,1,Research Scientist,1,2,4,200,5,3,4,3,2,1,0,No
101025,Travel_Rarely,Research & Development,4,Research Director,3,3,3,200,26,2,4,20,17,5,6,No
101026,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,5,3,3,5,4,0,3,Yes
101027,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,7,3,2,4,3,0,3,No
101028,Travel_Rarely,Research & Development,1,Laboratory Technician,2,5,3,200,7,2,2,5,4,0,2,No
101029,Travel_Rarely,Research & Development,1,Research Scientist,3,2,3,200,7,5,2,4,2,0,3,Yes
101030,Non-Travel,Research & Development,2,Laboratory Technician,3,3,3,200,11,2,4,8,7,0,7,No
101031,Travel_Rarely,Sales,3,Sales Executive,4,1,3,200,13,5,3,13,7,9,9,No
101032,Travel_Rarely,Sales,3,Sales Executive,4,4,3,200,28,1,4,7,7,4,3,No
101033,Non-Travel,Research & Development,1,Laboratory Technician,1,2,4,200,11,2,4,1,0,0,0,Yes
101034,Travel_Frequently,Research & Development,3,Manufacturing Director,2,1,1,200,10,2,3,10,8,4,7,No
101035,Travel_Rarely,Research & Development,3,Healthcare Representative,1,2,3,200,24,2,3,7,7,0,7,Yes
101036,Travel_Rarely,Human Resources,1,Human Resources,2,9,3,200,8,3,3,3,2,0,2,No
101037,Travel_Frequently,Research & Development,1,Laboratory Technician,4,6,3,200,7,2,1,2,2,2,2,Yes
101038,Travel_Rarely,Research & Development,3,Manufacturing Director,4,4,3,200,10,4,4,3,1,1,2,Yes
101039,Travel_Rarely,Sales,2,Sales Executive,1,4,3,200,15,3,3,2,2,2,2,No
101040,Travel_Rarely,Human Resources,1,Human Resources,3,1,3,200,2,0,3,2,2,2,2,No
101041,Non-Travel,Research & Development,3,Research Director,2,2,3,200,16,5,3,9,8,4,8,No
101042,Travel_Rarely,Sales,2,Sales Executive,1,0,3,200,6,4,3,5,4,1,3,No
101043,Non-Travel,Research & Development,1,Laboratory Technician,3,3,3,200,7,5,3,5,2,0,3,No
101044,Travel_Rarely,Research & Development,4,Research Director,2,4,3,200,35,2,2,9,8,8,8,No
101045,Travel_Rarely,Research & Development,2,Healthcare Representative,3,2,3,200,20,0,2,3,2,1,2,No
101046,Travel_Rarely,Research & Development,1,Research Scientist,3,2,3,200,8,3,4,3,1,1,2,No
101047,Travel_Rarely,Research & Development,1,Research Scientist,2,1,1,200,6,3,2,5,2,1,3,No
101048,Travel_Frequently,Sales,2,Sales Executive,1,0,3,200,5,2,3,4,3,0,3,No
101049,Travel_Rarely,Sales,2,Sales Executive,1,3,3,200,15,2,3,13,9,3,12,No
101050,Travel_Rarely,Sales,2,Sales Executive,3,8,3,200,4,2,2,2,1,2,2,No
101051,Travel_Frequently,Research & Development,1,Laboratory Technician,4,1,3,200,12,3,3,12,9,5,8,No
101052,Travel_Frequently,Sales,2,Sales Executive,3,7,3,200,11,4,2,1,0,0,0,No
101053,Non-Travel,Research & Development,1,Research Scientist,3,1,3,200,1,2,2,1,0,0,0,No
101054,Travel_Rarely,Research & Development,2,Research Scientist,3,0,4,200,13,2,2,12,9,2,8,No
101055,Travel_Rarely,Research & Development,3,Healthcare Representative,2,3,3,200,29,3,3,8,7,0,7,No
101056,Travel_Frequently,Research & Development,4,Research Director,1,7,1,200,16,3,2,14,8,6,9,No
101057,Travel_Frequently,Sales,1,Sales Representative,3,3,3,200,5,3,4,3,2,1,2,No
101058,Travel_Frequently,Sales,2,Sales Executive,2,5,3,200,7,4,1,5,3,0,0,No
101059,Travel_Rarely,Sales,2,Sales Executive,2,0,1,200,16,2,4,15,9,10,10,Yes
101060,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,1,3,3,1,0,0,0,No
101061,Travel_Frequently,Research & Development,1,Laboratory Technician,1,2,1,200,4,2,2,0,0,0,0,Yes
101062,Non-Travel,Sales,1,Sales Representative,2,1,3,200,1,2,3,1,0,0,0,No
101063,Travel_Frequently,Research & Development,3,Manufacturing Director,3,5,3,200,16,2,2,2,2,2,2,Yes
101064,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,10,3,3,10,7,0,4,No
101065,Travel_Rarely,Human Resources,1,Human Resources,3,0,4,200,6,3,4,5,3,1,3,No
101066,Travel_Rarely,Research & Development,2,Healthcare Representative,3,0,3,200,4,2,3,3,2,1,2,Yes
101067,Travel_Rarely,Research & Development,1,Laboratory Technician,2,8,3,200,8,5,3,5,4,0,2,No
101068,Travel_Rarely,Sales,2,Sales Executive,3,3,3,200,11,4,2,5,4,1,2,Yes
101069,Travel_Frequently,Research & Development,1,Laboratory Technician,1,7,1,200,8,2,2,0,0,0,0,No
101070,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,1,2,1,1,0,0,0,No
101071,Travel_Frequently,Sales,2,Sales Executive,1,0,3,200,5,5,3,4,2,1,3,No
101072,Travel_Rarely,Research & Development,2,Laboratory Technician,1,4,4,200,10,3,3,3,2,1,2,No
101073,Travel_Frequently,Research & Development,1,Laboratory Technician,2,0,3,200,4,3,3,3,2,0,2,No
